Swarm ID,Start Time,End Time,Duration,Origin Latitude,Origin Longitude,Centre Latitude,Centre Longitude,Number of Earthquakes,Magnitudes,Time Intervals (h),Distance Intervals (km),Minimum Time Limit (h),Minimum Distance Limit (km),Average Time Interval (h),Average Distance Interval (km)
0,2000-02-18 07:35:16.020000+00:00,2000-02-18 11:15:38.740000+00:00,0 days 03:40:22.720000,16.483,-46.111,16.5845,-46.3475,4,"[3.7, 4.8, 5.6, 4.5]","[0.5107, 0.00571111111111111, 3.1565666666666665]","[43.79566734633103, 7.617191552530883, 13.841843231364322]",3.1565666666666665,43.79566734633103,1.2243259259259258,21.751567376742077
1,2000-07-31 13:34:02.720000+00:00,2000-07-31 15:02:46.490000+00:00,0 days 01:28:43.770000,40.767,-29.63,40.823499999999996,-29.608,6,"[4.6, 4.8, 5.2, 4.8, 5.2, 4.6]","[0.3717944444444444, 0.03115277777777778, 0.12427777777777776, 0.299225, 0.652375]","[28.4677192883825, 9.68394229562972, 1.616650051391551, 2.2391426407057775, 15.699833677859036]",0.652375,28.4677192883825,0.295765,11.541457590793717
2,2000-10-05 03:53:21+00:00,2000-10-05 13:39:11.670000+00:00,0 days 09:45:50.670000,31.614,-40.952,31.643,-40.9345,3,"[4.6, 4.4, 6.1]","[0.07293333333333334, 9.691141666666667]","[7.707399570067687, 13.096335118353794]",9.691141666666667,13.096335118353794,4.8820375,10.401867344210741
3,2001-01-20 22:48:44.520000+00:00,2001-01-21 01:36:11.140000+00:00,0 days 02:47:26.620000,45.083,-28.135,45.0655,-28.1005,4,"[5.3, 4.7, 5.3, 4.5]","[0.3488611111111111, 2.3790555555555555, 0.06281111111111111]","[16.163441489813444, 19.193209930858863, 6.263725178905224]",2.3790555555555555,19.193209930858863,0.9302425925925926,13.873458866525844
4,2001-01-21 11:55:37.890000+00:00,2001-01-21 12:16:08.670000+00:00,0 days 00:20:30.780000,44.962,-28.1,45.057,-28.123,3,"[4.6, 5.3, 4.4]","[0.054094444444444445, 0.28778888888888887]","[16.048697776239486, 5.44785183760423]",0.28778888888888887,16.048697776239486,0.17094166666666666,10.748274806921858
5,2001-01-31 17:47:28.960000+00:00,2001-01-31 18:08:10.890000+00:00,0 days 00:20:41.930000,41.369,-29.249,41.3845,-29.3305,2,"[4.6, 4.8]",[0.34498055555555557],[14.06201459234565],0.34498055555555557,14.06201459234565,0.34498055555555557,14.06201459234565
6,2001-03-16 15:29:53.110000+00:00,2001-03-17 14:44:33.020000+00:00,0 days 23:14:39.910000,37.566,-32.281,37.559,-32.264,24,"[3.8, 4.0, 4.8, 5.0, 4.7, 4.2, 4.8, 4.0, 4.6, 4.8, 4.7, 4.5, 3.9, 4.7, 4.9, 4.8, 3.7, 4.8, 4.3, 4.6, 4.7, 3.6, 3.8, 4.5]","[4.719991666666667, 0.32621944444444445, 0.5167361111111111, 0.23193611111111112, 0.17509166666666667, 0.34636944444444445, 0.19915000000000002, 0.052788888888888885, 0.524025, 0.23873333333333335, 0.7841750000000001, 0.13888611111111113, 0.22239444444444445, 0.24653333333333333, 1.3909055555555556, 0.7416861111111112, 0.8558861111111111, 2.1537916666666668, 1.1828944444444445, 1.973563888888889, 1.7382388888888889, 0.013605555555555555, 4.470816666666667]","[26.86357081202174, 12.653094432760126, 6.131992442668908, 5.666286951691288, 14.681326666724457, 6.545535181901061, 6.7190003707115515, 3.1524033651438517, 3.2198356704472446, 6.041306223513358, 4.649489210871967, 22.44914785166939, 27.585181471218903, 1.0659574283254423, 8.039716256525331, 23.561714997378758, 0.5317742724823094, 24.541607608695635, 3.1613786139978273, 5.989052859867726, 8.737598333760229, 4.853868044750535, 5.489350016079119]",4.719991666666667,27.585181471218903,1.0106269323671502,10.10131256883508
7,2001-04-08 18:26:22.310000+00:00,2001-04-09 04:06:06.870000+00:00,0 days 09:39:44.560000,50.046,-29.029,49.913,-29.0245,3,"[4.1, 3.7, 4.2]","[3.523722222222222, 6.138655555555555]","[3.0715858506804223, 32.59596184884988]",6.138655555555555,32.59596184884988,4.831188888888889,17.83377384976515
8,2001-04-10 06:12:31.490000+00:00,2001-04-10 07:58:27.050000+00:00,0 days 01:45:55.560000,49.841,-29.039,49.807,-29.057000000000002,3,"[3.5, 4.3, 4.1]","[0.20885833333333334, 1.556575]","[3.5543519182989365, 11.540968899088137]",1.556575,11.540968899088137,0.8827166666666667,7.547660408693536
9,2001-04-15 15:36:10.420000+00:00,2001-04-15 18:28:17.750000+00:00,0 days 02:52:07.330000,49.545,-29.065,49.741,-29.023000000000003,2,"[4.1, 3.3]",[2.8687027777777776],[44.01823083388333],2.8687027777777776,44.01823083388333,2.8687027777777776,44.01823083388333
