Swarm ID,Start Time,End Time,Duration,Origin Latitude,Origin Longitude,Centre Latitude,Centre Longitude,Number of Earthquakes,Magnitudes,Time Intervals (h),Distance Intervals (km),Minimum Time Limit (h),Minimum Distance Limit (km),Average Time Interval (h),Average Distance Interval (km)
10,2001-08-19 07:36:15.630000+00:00,2001-08-19 08:32:35.410000+00:00,0 days 00:56:19.780000,8.649,-39.486,8.643,-39.414,2,"[4.8, 4.6]",[0.9388277777777778],[15.904637681723283],0.9388277777777778,15.904637681723283,0.9388277777777778,15.904637681723283
11,2001-10-10 10:02:00.550000+00:00,2001-10-10 14:05:59.710000+00:00,0 days 04:03:59.160000,5.799,-32.743,5.734,-32.732,2,"[5.2, 3.8]",[4.066433333333333],[14.581166902263805],4.066433333333333,14.581166902263805,4.066433333333333,14.581166902263805
12,2001-11-15 01:03:06.060000+00:00,2001-11-15 02:28:03.910000+00:00,0 days 01:24:57.850000,-1.587,-15.578,-1.4775,-15.5095,2,"[6.3, 4.5]",[1.4160694444444446],[28.615438159571088],1.4160694444444446,28.615438159571088,1.4160694444444446,28.615438159571088
13,2002-04-28 01:20:49.670000+00:00,2002-04-28 01:21:49.070000+00:00,0 days 00:00:59.400000,2.919,-31.15,2.814,-31.253,2,"[4.4, 4.4]",[0.0165],[32.61641995194377],0.0165,32.61641995194377,0.0165,32.61641995194377
14,2002-07-11 12:05:26.710000+00:00,2002-07-11 12:44:09.560000+00:00,0 days 00:38:42.850000,-1.653,-13.057,-1.5825,-12.9925,3,"[4.8, 4.8, 4.8]","[0.6141138888888888, 0.031122222222222225]","[14.491675694293514, 15.457015521924097]",0.6141138888888888,15.457015521924097,0.32261805555555556,14.974345608108806
15,2003-06-06 06:59:44.260000+00:00,2003-06-06 07:04:57.460000+00:00,0 days 00:05:13.200000,-0.721,-16.086,-0.7284999999999999,-16.0845,2,"[5.0, 4.7]",[0.087],[1.6918983835583776],0.087,1.6918983835583776,0.087,1.6918983835583776
16,2003-07-06 10:02:29.090000+00:00,2003-07-06 11:16:15.510000+00:00,0 days 01:13:46.420000,9.345,-40.715,9.277000000000001,-40.6415,2,"[4.5, 4.1]",[1.229561111111111],[22.07097975371855],1.229561111111111,22.07097975371855,1.229561111111111,22.07097975371855
17,2003-07-08 14:59:30.470000+00:00,2003-07-08 15:21:28.990000+00:00,0 days 00:21:58.520000,3.005,-31.247,2.9305,-31.2655,2,"[nan, 4.7]",[0.36625555555555556],[16.981731260361162],0.36625555555555556,16.981731260361162,0.36625555555555556,16.981731260361162
18,2003-07-15 01:50:29.720000+00:00,2003-07-15 17:50:00.100000+00:00,0 days 15:59:30.380000,2.866,-31.065,3.0455,-31.2705,10,"[4.6, 4.6, 4.6, 4.6, 4.8, 3.9, 4.5, nan, 4.8, 5.1]","[0.9994361111111111, 0.3733027777777778, 0.158125, 1.1181916666666667, 0.3603833333333334, 0.9936555555555555, 1.0842027777777778, 7.111366666666666, 3.7931083333333335]","[30.231798237830315, 15.905817218740754, 8.820782751297834, 1.8382867415106825, 7.090917171461183, 23.98612306173543, 14.498752605927734, 4.930292254653727, 4.243434483246394]",7.111366666666666,30.231798237830315,1.7768635802469133,12.394022725156006
19,2003-08-29 23:36:54.300000+00:00,2003-08-30 00:39:07.740000+00:00,0 days 01:02:13.440000,10.748,-41.204,10.731,-41.2445,2,"[4.5, 4.6]",[1.0370666666666666],[9.62535198998689],1.0370666666666666,9.62535198998689,1.0370666666666666,9.62535198998689
20,2003-11-09 19:52:31.230000+00:00,2003-11-09 23:26:32.810000+00:00,0 days 03:34:01.580000,-0.549,-19.858,-0.5365,-19.7735,4,"[4.6, 6.6, 5.4, 4.3]","[0.0015527777777777777, 3.063536111111111, 0.5020166666666667]","[23.343751262001973, 20.3455110437042, 12.865677760708424]",3.063536111111111,23.343751262001973,1.1890351851851853,18.851646688804866
21,2004-02-07 23:40:58.870000+00:00,2004-02-07 23:48:55.340000+00:00,0 days 00:07:56.470000,13.435,-44.827,13.454,-44.795,2,"[5.2, 4.7]",[0.1323527777777778],[8.105677811622577],0.1323527777777778,8.105677811622577,0.1323527777777778,8.105677811622577
22,2004-03-12 18:37:04.150000+00:00,2004-03-12 20:30:46.930000+00:00,0 days 01:53:42.780000,5.671,-32.72,5.633,-32.838,2,"[4.4, 5.2]",[1.8952166666666665],[27.462987067047912],1.8952166666666665,27.462987067047912,1.8952166666666665,27.462987067047912
23,2004-03-30 18:19:34.510000+00:00,2004-03-30 18:44:05.730000+00:00,0 days 00:24:31.220000,4.318,-32.555,4.43,-32.561499999999995,2,"[4.6, 4.6]",[0.4086722222222222],[24.81210965178583],0.4086722222222222,24.81210965178583,0.4086722222222222,24.81210965178583
24,2004-06-02 15:06:02.860000+00:00,2004-06-02 23:12:32.890000+00:00,0 days 08:06:30.030000,4.775,-32.566,4.8004999999999995,-32.636,4,"[4.7, 4.7, 5.4, 4.5]","[5.450647222222223, 0.24772499999999997, 2.409969444444444]","[10.892010718367725, 3.1279307818371116, 5.794922685136748]",5.450647222222223,10.892010718367725,2.702780555555556,6.604954728447194
25,2004-10-16 01:35:54.550000+00:00,2004-10-16 08:09:00.030000+00:00,0 days 06:33:05.480000,-0.029,-17.43,-0.111,-17.368499999999997,2,"[4.5, nan]",[6.551522222222222],[22.72282419669666],6.551522222222222,22.72282419669666,6.551522222222222,22.72282419669666
26,2005-06-26 08:49:51.800000+00:00,2005-06-26 09:22:53.280000+00:00,0 days 00:33:01.480000,2.981,-31.276,2.9589999999999996,-31.259,2,"[4.5, 4.5]",[0.5504111111111111],[6.161117382283317],0.5504111111111111,6.161117382283317,0.5504111111111111,6.161117382283317
27,2005-06-27 14:05:08.330000+00:00,2005-06-27 18:53:20.240000+00:00,0 days 04:48:11.910000,7.408,-35.019,7.36,-34.983000000000004,2,"[5.3, 4.3]",[4.803308333333334],[13.26314948210387],4.803308333333334,13.26314948210387,4.803308333333334,13.26314948210387
28,2005-08-15 07:53:42.590000+00:00,2005-08-15 08:02:47.770000+00:00,0 days 00:09:05.180000,-1.684,-13.054,-1.7534999999999998,-12.968,2,"[5.3, 4.7]",[0.15143888888888887],[24.54588729073728],0.15143888888888887,24.54588729073728,0.15143888888888887,24.54588729073728
29,2005-12-31 19:08:45.530000+00:00,2005-12-31 19:55:26.500000+00:00,0 days 00:46:40.970000,10.8,-42.609,10.718,-42.603,2,"[4.6, 4.4]",[0.7780472222222221],[18.187913362728608],0.7780472222222221,18.187913362728608,0.7780472222222221,18.187913362728608
30,2006-02-07 15:24:08.670000+00:00,2006-02-07 16:14:35.650000+00:00,0 days 00:50:26.980000,5.485,-32.628,5.3975,-32.734,2,"[4.1, 4.7]",[0.8408277777777777],[30.43944747089798],0.8408277777777777,30.43944747089798,0.8408277777777777,30.43944747089798
31,2006-02-17 13:24:02.030000+00:00,2006-02-17 13:53:03.110000+00:00,0 days 00:29:01.080000,-1.48,-15.104,-1.3765,-15.113,2,"[5.8, 4.7]",[0.4836333333333333],[22.976496640132712],0.4836333333333333,22.976496640132712,0.4836333333333333,22.976496640132712
32,2006-03-07 21:17:47.470000+00:00,2006-03-07 21:52:52.600000+00:00,0 days 00:35:05.130000,0.663,-26.008,0.6525000000000001,-25.9805,2,"[4.5, 4.6]",[0.5847583333333334],[6.547750317861652],0.5847583333333334,6.547750317861652,0.5847583333333334,6.547750317861652
33,2006-06-05 06:18:44.590000+00:00,2006-06-05 06:34:31.800000+00:00,0 days 00:15:47.210000,1.074,-28.172,1.0965,-28.1185,3,"[5.3, 6.0, 5.7]","[0.139825, 0.12328888888888888]","[16.326275086418622, 6.291413822736917]",0.139825,16.326275086418622,0.13155694444444443,11.30884445457777
34,2006-06-22 01:12:02.190000+00:00,2006-06-22 01:15:48.030000+00:00,0 days 00:03:45.840000,4.347,-32.348,4.43,-32.421499999999995,2,"[4.9, 5.0]",[0.06273333333333334],[24.559126327366858],0.06273333333333334,24.559126327366858,0.06273333333333334,24.559126327366858
35,2006-09-30 12:47:22.850000+00:00,2006-09-30 18:53:05.720000+00:00,0 days 06:05:42.870000,7.283,-34.658,7.3555,-34.6265,2,"[5.5, 4.6]",[6.0952416666666664],[17.4795160855325],6.0952416666666664,17.4795160855325,6.0952416666666664,17.4795160855325
36,2006-10-18 23:32:56.630000+00:00,2006-10-18 23:33:44.750000+00:00,0 days 00:00:48.120000,-1.089,-24.405,-1.0635,-24.5075,2,"[4.2, 3.7]",[0.013366666666666666],[23.503160916377755],0.013366666666666666,23.503160916377755,0.013366666666666666,23.503160916377755
37,2007-02-08 10:21:57.070000+00:00,2007-02-08 16:28:08.030000+00:00,0 days 06:06:10.960000,8.69,-39.466,8.868,-39.39,5,"[5.2, 4.7, 5.1, 5.0, 5.3]","[1.7228833333333333, 0.0045694444444444446, 0.9108027777777777, 3.4647888888888887]","[17.446942428898737, 9.319590841776144, 42.167288415619694, 11.012539459164797]",3.4647888888888887,42.167288415619694,1.5257611111111111,19.986590286364844
38,2007-03-25 13:29:36+00:00,2007-03-25 14:24:55.270000+00:00,0 days 00:55:19.270000,-1.169,-24.134,-1.052,-24.2035,2,"[4.8, 4.2]",[0.9220194444444444],[30.146874047435666],0.9220194444444444,30.146874047435666,0.9220194444444444,30.146874047435666
39,2007-04-14 08:49:32.610000+00:00,2007-04-14 08:58:29.680000+00:00,0 days 00:08:57.070000,8.075,-38.85,8.039,-38.816,2,"[4.3, 4.1]",[0.14918611111111113],[10.935968584510427],0.14918611111111113,10.935968584510427,0.14918611111111113,10.935968584510427
40,2007-08-20 22:42:28.530000+00:00,2007-08-20 23:03:54.970000+00:00,0 days 00:21:26.440000,8.037,-39.251,7.9435,-39.1045,2,"[6.5, 4.3]",[0.35734444444444446],[38.35852733096889],0.35734444444444446,38.35852733096889,0.35734444444444446,38.35852733096889
41,2007-08-21 13:35:37.200000+00:00,2007-08-21 16:36:45.390000+00:00,0 days 03:01:08.190000,8.052,-39.277,8.030999999999999,-39.123000000000005,2,"[5.1, 5.3]",[3.0189416666666666],[34.26863091612626],3.0189416666666666,34.26863091612626,3.0189416666666666,34.26863091612626
42,2007-08-22 09:06:51.910000+00:00,2007-08-22 09:17:34.620000+00:00,0 days 00:10:42.710000,8.097,-39.522,8.1685,-39.405,2,"[4.7, 4.6]",[0.17853055555555555],[30.249853369776574],0.17853055555555555,30.249853369776574,0.17853055555555555,30.249853369776574
43,2007-10-23 03:03:01.300000+00:00,2007-10-23 03:54:46.050000+00:00,0 days 00:51:44.750000,-1.63,-13.01,-1.5835,-13.036999999999999,2,"[5.0, nan]",[0.8624305555555556],[11.910408674219315],0.8624305555555556,11.910408674219315,0.8624305555555556,11.910408674219315
44,2007-11-21 00:37:55.130000+00:00,2007-11-21 01:15:20.190000+00:00,0 days 00:37:25.060000,13.359,-44.831,13.34,-44.806,2,"[5.0, 4.6]",[0.6236277777777778],[6.856783298673828],0.6236277777777778,6.856783298673828,0.6236277777777778,6.856783298673828
45,2008-02-13 22:38:43.350000+00:00,2008-02-14 02:52:18.650000+00:00,0 days 04:13:35.300000,-0.742,-13.14,-0.815,-13.147,2,"[4.7, 4.9]",[4.226472222222222],[16.21891235228409],4.226472222222222,16.21891235228409,4.226472222222222,16.21891235228409
46,2008-02-23 01:48:00.370000+00:00,2008-02-23 01:54:06.900000+00:00,0 days 00:06:06.530000,-1.297,-15.681,-1.3559999999999999,-15.719,2,"[4.6, 4.3]",[0.10181388888888888],[15.549359956361162],0.10181388888888888,15.549359956361162,0.10181388888888888,15.549359956361162
47,2008-05-22 12:42:59.120000+00:00,2008-05-22 14:34:46.470000+00:00,0 days 01:51:47.350000,7.383,-35.762,7.361000000000001,-35.742999999999995,2,"[5.0, 4.3]",[1.8631527777777779],[6.425023979931556],1.8631527777777779,6.425023979931556,1.8631527777777779,6.425023979931556
48,2008-07-02 00:08:31.380000+00:00,2008-07-02 03:42:54.500000+00:00,0 days 03:34:23.120000,12.451,-44.202,12.494,-44.372,2,"[5.0, 4.8]",[3.573088888888889],[38.16300561218973],3.573088888888889,38.16300561218973,3.573088888888889,38.16300561218973
49,2008-08-11 23:38:38.310000+00:00,2008-08-12 00:49:03.620000+00:00,0 days 01:10:25.310000,-1.02,-21.843,-1.005,-21.9465,2,"[6.0, 5.3]",[1.1736972222222224],[23.27719596411412],1.1736972222222224,23.27719596411412,1.1736972222222224,23.27719596411412
50,2008-08-28 15:22:18.940000+00:00,2008-08-28 16:04:51.240000+00:00,0 days 00:42:32.300000,-0.134,-17.626,-0.107,-17.492,3,"[5.2, 6.3, 4.7]","[0.0011833333333333333, 0.7077888888888889]","[32.56192483287661, 26.05665587174511]",0.7077888888888889,32.56192483287661,0.3544861111111111,29.30929035231086
51,2008-10-03 05:26:20.910000+00:00,2008-10-03 05:30:24.330000+00:00,0 days 00:04:03.420000,7.517,-36.758,7.539,-36.82,2,"[5.7, 5.6]",[0.06761666666666666],[14.524480405193861],0.06761666666666666,14.524480405193861,0.06761666666666666,14.524480405193861
52,2008-12-07 06:23:09.910000+00:00,2008-12-07 06:48:57.580000+00:00,0 days 00:25:47.670000,13.35,-44.826,13.364,-44.82,2,"[5.6, 4.9]",[0.42990833333333334],[3.359423369824548],0.42990833333333334,3.359423369824548,0.42990833333333334,3.359423369824548
53,2009-03-24 11:56:29.620000+00:00,2009-03-24 12:34:54.360000+00:00,0 days 00:38:24.740000,14.543,-44.98,14.508,-45.022499999999994,2,"[4.3, 5.2]",[0.6402055555555555],[11.997293948846739],0.6402055555555555,11.997293948846739,0.6402055555555555,11.997293948846739
54,2009-07-16 15:05:43.520000+00:00,2009-07-16 15:18:01.750000+00:00,0 days 00:12:18.230000,3.337,-31.509,3.3315,-31.485,2,"[5.2, 4.9]",[0.2050638888888889],[5.471287324468203],0.2050638888888889,5.471287324468203,0.2050638888888889,5.471287324468203
55,2009-11-22 00:11:59.930000+00:00,2009-11-22 01:07:00.680000+00:00,0 days 00:55:00.750000,-1.348,-15.706,-1.365,-15.7355,2,"[4.6, 4.6]",[0.916875],[7.566143618238691],0.916875,7.566143618238691,0.916875,7.566143618238691
56,2010-07-31 10:51:46.650000+00:00,2010-07-31 11:36:56.590000+00:00,0 days 00:45:09.940000,-0.908,-16.038,-0.8355,-16.0315,2,"[4.5, 5.5]",[0.7527611111111111],[16.098467525436323],0.7527611111111111,16.098467525436323,0.7527611111111111,16.098467525436323
57,2010-08-02 03:30:02.890000+00:00,2010-08-02 05:34:45.200000+00:00,0 days 02:04:42.310000,7.103,-34.206,7.087,-34.1515,2,"[5.8, 4.2]",[2.0784194444444446],[12.550988734226175],2.0784194444444446,12.550988734226175,2.0784194444444446,12.550988734226175
58,2010-11-18 12:17:43.810000+00:00,2010-11-18 12:21:35.820000+00:00,0 days 00:03:52.010000,13.039,-44.82,13.128,-44.823,2,"[4.8, 4.9]",[0.06444722222222223],[19.703164745459887],0.06444722222222223,19.703164745459887,0.06444722222222223,19.703164745459887
59,2010-11-26 13:01:52.660000+00:00,2010-11-26 21:04:56.800000+00:00,0 days 08:03:04.140000,10.9,-43.72,11.0105,-43.8765,2,"[5.4, 4.3]",[8.05115],[42.043253282917384],8.05115,42.043253282917384,8.05115,42.043253282917384
60,2011-02-27 03:13:21.770000+00:00,2011-02-27 04:08:23.720000+00:00,0 days 00:55:01.950000,4.602,-32.567,4.5055,-32.533,2,"[4.2, 4.6]",[0.9172083333333333],[22.637074656957434],0.9172083333333333,22.637074656957434,0.9172083333333333,22.637074656957434
61,2011-07-08 05:53:03.810000+00:00,2011-07-08 06:17:44.580000+00:00,0 days 00:24:40.770000,0.961,-26.419,0.8795,-26.404,2,"[5.6, 4.6]",[0.411325],[18.330361640215088],0.411325,18.330361640215088,0.411325,18.330361640215088
62,2011-11-17 23:47:25.540000+00:00,2011-11-17 23:54:54.130000+00:00,0 days 00:07:28.590000,-0.199,-16.224,-0.0625,-16.310000000000002,2,"[4.7, 4.9]",[0.12460833333333332],[35.746975322449806],0.12460833333333332,35.746975322449806,0.12460833333333332,35.746975322449806
63,2012-05-28 09:36:08.550000+00:00,2012-05-28 16:47:55.280000+00:00,0 days 07:11:46.730000,9.57,-40.503,9.531500000000001,-40.533,5,"[4.4, 4.7, 4.6, 4.4, 4.6]","[0.014580555555555557, 0.5973527777777777, 4.521655555555555, 2.062725]","[7.477792150861511, 4.185607022657372, 3.347078328860321, 1.257651357329333]",4.521655555555555,7.477792150861511,1.799078472222222,4.067032214927134
64,2012-07-28 16:01:11.470000+00:00,2012-07-28 16:18:46.350000+00:00,0 days 00:17:34.880000,4.548,-32.667,4.5280000000000005,-32.6525,2,"[5.4, 4.8]",[0.29302222222222224],[5.470127636310017],0.29302222222222224,5.470127636310017,0.29302222222222224,5.470127636310017
65,2012-08-16 12:08:20.940000+00:00,2012-08-16 12:39:00.820000+00:00,0 days 00:30:39.880000,7.335,-36.768,7.391500000000001,-36.659,2,"[5.6, 4.9]",[0.5110777777777779],[27.118446806184423],0.5110777777777779,27.118446806184423,0.5110777777777779,27.118446806184423
66,2012-08-16 14:14:30.900000+00:00,2012-08-17 00:12:10.390000+00:00,0 days 09:57:39.490000,-0.269,-18.759,-0.311,-18.733,2,"[5.1, 5.2]",[9.960969444444444],[10.9443363493901],9.960969444444444,10.9443363493901,9.960969444444444,10.9443363493901
67,2012-08-31 00:35:35.690000+00:00,2012-08-31 03:52:30.110000+00:00,0 days 03:16:54.420000,3.807,-32.155,3.7135,-31.964,2,"[5.3, 4.3]",[3.2817833333333333],[47.20538501567844],3.2817833333333333,47.20538501567844,3.2817833333333333,47.20538501567844
68,2013-01-03 02:09:52.940000+00:00,2013-01-03 03:21:21.300000+00:00,0 days 01:11:28.360000,10.636,-40.831,10.587499999999999,-40.8655,2,"[4.8, 4.6]",[1.191211111111111],[13.120150640246969],1.191211111111111,13.120150640246969,1.191211111111111,13.120150640246969
69,2013-02-10 08:38:26.190000+00:00,2013-02-10 08:47:50.970000+00:00,0 days 00:09:24.780000,6.857,-33.791,6.865,-33.7945,2,"[4.6, 4.9]",[0.15688333333333332],[1.9311957688851698],0.15688333333333332,1.9311957688851698,0.15688333333333332,1.9311957688851698
70,2013-02-18 00:29:56.830000+00:00,2013-02-18 08:53:12.130000+00:00,0 days 08:23:15.300000,5.594,-32.831,5.609999999999999,-32.8955,8,"[4.8, 4.6, 4.2, 4.2, 5.5, 4.2, 4.8, 4.4]","[0.6556555555555555, 0.16604444444444444, 2.3205, 0.03893055555555556, 0.9884166666666667, 1.0615611111111112, 3.156475]","[15.591420488319425, 6.269389961873755, 7.132065247777768, 13.851494173032368, 8.969477566195705, 3.17157072269583, 7.917352526451791]",3.156475,15.591420488319425,1.1982261904761906,8.98611009804952
71,2013-04-09 03:07:04.230000+00:00,2013-04-09 03:46:45.640000+00:00,0 days 00:39:41.410000,3.283,-31.099,3.104,-31.1565,2,"[4.7, 4.8]",[0.6615027777777778],[41.59949654084211],0.6615027777777778,41.59949654084211,0.6615027777777778,41.59949654084211
72,2013-07-22 22:15:10.220000+00:00,2013-07-22 22:51:03.070000+00:00,0 days 00:35:52.850000,-1.298,-15.989,-1.2745,-15.886,3,"[5.2, 5.3, 5.1]","[0.06529444444444445, 0.5327194444444444]","[5.10868975338594, 21.370844473636694]",0.5327194444444444,21.370844473636694,0.2990069444444444,13.239767113511316
73,2013-11-04 13:29:02.040000+00:00,2013-11-04 14:39:33.990000+00:00,0 days 01:10:31.950000,8.898,-40.3297,8.94715,-40.408,2,"[4.7, 5.0]",[1.1755416666666667],[20.366553141958427],1.1755416666666667,20.366553141958427,1.1755416666666667,20.366553141958427
74,2014-02-17 20:26:25.080000+00:00,2014-02-17 20:54:45.360000+00:00,0 days 00:28:20.280000,-0.2663,-16.2386,-0.15739999999999998,-16.28675,2,"[4.8, 4.8]",[0.4723],[26.361212978225474],0.4723,26.361212978225474,0.4723,26.361212978225474
75,2014-03-15 08:59:40.730000+00:00,2014-03-15 12:26:23.630000+00:00,0 days 03:26:42.900000,12.0358,-43.8653,12.03405,-43.81995,2,"[4.4, 4.6]",[3.4452499999999997],[9.883815350526636],3.4452499999999997,9.883815350526636,3.4452499999999997,9.883815350526636
76,2014-03-29 07:46:50.190000+00:00,2014-03-29 07:50:13.650000+00:00,0 days 00:03:23.460000,-0.848,-21.9196,-0.8397,-21.8984,2,"[5.9, 4.8]",[0.056516666666666666],[5.0638263419293486],0.056516666666666666,5.0638263419293486,0.056516666666666666,5.0638263419293486
77,2014-04-23 18:21:09.490000+00:00,2014-04-24 05:28:27.310000+00:00,0 days 11:07:17.820000,14.8536,-45.0172,14.905750000000001,-44.97715,3,"[5.1, 4.5, 4.5]","[8.860277777777778, 2.261338888888889]","[10.68702427438311, 7.645370709273054]",8.860277777777778,10.68702427438311,5.560808333333334,9.166197491828083
78,2014-05-14 19:09:31.950000+00:00,2014-05-14 21:18:46.740000+00:00,0 days 02:09:14.790000,-1.2829,-16.1957,-1.17415,-16.0249,2,"[4.6, 4.4]",[2.1541083333333333],[44.98700680243566],2.1541083333333333,44.98700680243566,2.1541083333333333,44.98700680243566
79,2014-09-11 07:02:38.090000+00:00,2014-09-11 07:06:19.870000+00:00,0 days 00:03:41.780000,1.9595,-30.6389,1.85805,-30.60685,2,"[4.8, 4.4]",[0.06160555555555556],[23.54201544832362],0.06160555555555556,23.54201544832362,0.06160555555555556,23.54201544832362
80,2014-10-19 19:17:38.490000+00:00,2014-10-19 23:58:56.740000+00:00,0 days 04:41:18.250000,8.8299,-39.558,8.70865,-39.446200000000005,6,"[4.4, 5.3, 5.4, 4.8, 4.8, 4.9]","[0.5587944444444445, 0.2508638888888889, 1.031125, 2.80065, 0.046969444444444446]","[21.998703854875462, 8.191774977091423, 7.827009703378335, 19.89353422452909, 3.214200915520021]",2.80065,21.998703854875462,0.9376805555555556,12.225044735078868
81,2014-10-20 11:42:14.350000+00:00,2014-10-20 15:32:31.990000+00:00,0 days 03:50:17.640000,8.5917,-39.3765,8.6361,-39.30855,7,"[4.7, 4.9, 4.6, 4.8, 4.6, 5.1, 4.8]","[1.669688888888889, 0.18829166666666666, 0.3608472222222222, 0.8984194444444444, 0.06255000000000001, 0.6584361111111111]","[2.921351422061902, 5.119996470052082, 5.502221530443162, 22.259319272648778, 2.200300889120848, 4.1899344868119215]",1.669688888888889,22.259319272648778,0.6397055555555555,7.032187345189782
82,2014-11-03 06:25:08.260000+00:00,2014-11-03 08:27:05.480000+00:00,0 days 02:01:57.220000,4.7698,-32.6476,4.867100000000001,-32.6545,5,"[4.9, 5.1, 4.7, 5.5, 5.1]","[0.8833861111111111, 0.517725, 0.5781638888888888, 0.05328611111111112]","[17.999734169089646, 37.8421361361245, 12.06305230575616, 12.90337994759557]",0.8833861111111111,37.8421361361245,0.5081402777777777,20.202075639641468
83,2014-12-02 01:34:00.130000+00:00,2014-12-02 01:37:15.700000+00:00,0 days 00:03:15.570000,5.7856,-32.9779,5.69795,-32.89475,2,"[4.6, 4.5]",[0.054325],[26.74238403306258],0.054325,26.74238403306258,0.054325,26.74238403306258
84,2015-01-04 21:02:45.200000+00:00,2015-01-04 21:23:15.150000+00:00,0 days 00:20:29.950000,14.6227,-45.117,14.5669,-45.053749999999994,2,"[4.4, 5.0]",[0.3416527777777778],[18.39310795779346],0.3416527777777778,18.39310795779346,0.3416527777777778,18.39310795779346
85,2015-03-31 02:52:17.810000+00:00,2015-03-31 03:51:12.670000+00:00,0 days 00:58:54.860000,13.1906,-44.7886,13.181799999999999,-44.7303,2,"[4.8, 4.8]",[0.9819055555555556],[12.789143818984694],0.9819055555555556,12.789143818984694,0.9819055555555556,12.789143818984694
86,2015-08-26 05:11:38.400000+00:00,2015-08-26 05:58:52.530000+00:00,0 days 00:47:14.130000,-0.6962,-16.0174,-0.74375,-16.061549999999997,3,"[4.8, 4.7, 4.9]","[0.16205833333333333, 0.6252]","[1.5040376573387217, 13.21972490195987]",0.6252,13.21972490195987,0.39362916666666664,7.361881279649296
